Online boarding,Inflight entertainment,On-board service,Seat comfort,Inflight wifi service,Type of Travel,Class,Customer Type,Target
2.0,2.0,2.0,2.0,2.0,Business travel,Eco,disloyal Customer,0
3.0,3.0,3.0,3.0,3.0,Business travel,Eco Plus,Loyal Customer,0
2.0,3.0,5.0,3.0,1.0,Personal Travel,Eco Plus,Loyal Customer,0
3.0,3.0,3.0,2.0,3.0,Business travel,Eco,Loyal Customer,0
2.0,4.0,1.0,4.0,2.0,Business travel,Eco,disloyal Customer,0
3.0,3.0,3.0,3.0,3.0,Business travel,Eco,disloyal Customer,0
5.0,5.0,5.0,5.0,2.0,Business travel,Business,Loyal Customer,1
4.0,3.0,5.0,3.0,4.0,Personal Travel,Eco,Loyal Customer,1
4.0,1.0,3.0,4.0,4.0,Business travel,Eco,Loyal Customer,1
4.0,4.0,4.0,5.0,2.0,Business travel,Business,Loyal Customer,1
4.0,4.0,5.0,4.0,5.0,Business travel,Business,Loyal Customer,1
2.0,1.0,1.0,1.0,2.0,Personal Travel,Eco,Loyal Customer,0
2.0,5.0,3.0,5.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,5.0,5.0,2.0,5.0,Business travel,Business,Loyal Customer,1
0.0,3.0,3.0,3.0,0.0,Personal Travel,Eco,Loyal Customer,1
4.0,1.0,1.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
4.0,2.0,2.0,5.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
3.0,3.0,2.0,3.0,3.0,Business travel,Eco Plus,Loyal Customer,0
3.0,4.0,4.0,5.0,1.0,Business travel,Business,Loyal Customer,1
5.0,3.0,3.0,5.0,4.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,4.0,4.0,Business travel,Business,Loyal Customer,1
4.0,2.0,2.0,4.0,4.0,Personal Travel,Eco,Loyal Customer,0
3.0,3.0,2.0,3.0,3.0,Business travel,Eco,disloyal Customer,0
3.0,3.0,5.0,2.0,3.0,Business travel,Business,disloyal Customer,0
4.0,3.0,3.0,4.0,3.0,Business travel,Business,Loyal Customer,1
2.0,4.0,3.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
4.0,2.0,2.0,4.0,4.0,Business travel,Business,Loyal Customer,1
3.0,4.0,4.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,5.0,4.0,1.0,Business travel,Business,Loyal Customer,1
5.0,1.0,1.0,5.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
2.0,4.0,4.0,5.0,3.0,Business travel,Business,Loyal Customer,1
2.0,1.0,2.0,1.0,1.0,Business travel,Business,Loyal Customer,0
5.0,4.0,4.0,2.0,5.0,Business travel,Eco,Loyal Customer,1
2.0,1.0,4.0,1.0,2.0,Business travel,Business,disloyal Customer,0
2.0,4.0,2.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
4.0,4.0,5.0,4.0,4.0,Business travel,Eco,disloyal Customer,1
4.0,2.0,4.0,2.0,4.0,Business travel,Business,disloyal Customer,1
4.0,1.0,1.0,1.0,4.0,Personal Travel,Business,Loyal Customer,0
5.0,2.0,1.0,2.0,5.0,Business travel,Eco,disloyal Customer,1
2.0,2.0,2.0,2.0,2.0,Business travel,Business,disloyal Customer,0
4.0,4.0,2.0,4.0,4.0,Business travel,Eco,Loyal Customer,1
4.0,5.0,5.0,4.0,5.0,Business travel,Business,Loyal Customer,1
3.0,3.0,5.0,4.0,4.0,Business travel,Business,disloyal Customer,1
3.0,3.0,3.0,4.0,3.0,Business travel,Business,Loyal Customer,0
5.0,2.0,2.0,5.0,2.0,Personal Travel,Eco,Loyal Customer,0
2.0,5.0,2.0,2.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
4.0,3.0,3.0,5.0,3.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,5.0,4.0,4.0,Business travel,Business,Loyal Customer,1
1.0,1.0,4.0,1.0,1.0,Business travel,Business,disloyal Customer,0
3.0,1.0,4.0,1.0,3.0,Personal Travel,Eco Plus,Loyal Customer,0
3.0,4.0,4.0,3.0,4.0,Business travel,Business,Loyal Customer,0
3.0,4.0,2.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
3.0,3.0,3.0,4.0,3.0,Business travel,Eco,Loyal Customer,0
3.0,3.0,2.0,3.0,3.0,Personal Travel,Eco Plus,Loyal Customer,0
2.0,2.0,3.0,2.0,2.0,Business travel,Eco,Loyal Customer,0
3.0,3.0,3.0,3.0,2.0,Personal Travel,Eco,Loyal Customer,0
2.0,3.0,3.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,5.0,1.0,5.0,3.0,Business travel,Eco,disloyal Customer,0
3.0,2.0,2.0,4.0,2.0,Business travel,Eco,Loyal Customer,0
2.0,3.0,3.0,2.0,3.0,Business travel,Business,Loyal Customer,0
1.0,3.0,3.0,1.0,4.0,Business travel,Business,Loyal Customer,1
5.0,4.0,4.0,4.0,5.0,Business travel,Business,Loyal Customer,1
4.0,5.0,4.0,5.0,4.0,Business travel,Business,disloyal Customer,1
4.0,4.0,4.0,4.0,5.0,Business travel,Business,Loyal Customer,1
2.0,5.0,3.0,5.0,2.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,4.0,5.0,5.0,Business travel,Business,Loyal Customer,1
4.0,4.0,4.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
2.0,2.0,3.0,2.0,2.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,5.0,5.0,5.0,Business travel,Eco,Loyal Customer,1
4.0,2.0,2.0,4.0,2.0,Business travel,Business,Loyal Customer,1
4.0,4.0,5.0,4.0,1.0,Business travel,Business,Loyal Customer,1
5.0,4.0,4.0,4.0,1.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,5.0,5.0,Business travel,Business,Loyal Customer,1
2.0,1.0,1.0,1.0,2.0,Business travel,Eco,disloyal Customer,0
4.0,4.0,4.0,4.0,2.0,Business travel,Business,Loyal Customer,1
3.0,2.0,5.0,2.0,3.0,Business travel,Eco,disloyal Customer,0
4.0,2.0,2.0,4.0,3.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,5.0,3.0,Business travel,Business,Loyal Customer,1
1.0,4.0,1.0,1.0,1.0,Personal Travel,Eco,Loyal Customer,0
4.0,1.0,5.0,1.0,3.0,Business travel,Business,disloyal Customer,0
3.0,4.0,4.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
5.0,4.0,4.0,4.0,1.0,Business travel,Business,Loyal Customer,1
2.0,5.0,1.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
2.0,5.0,1.0,5.0,2.0,Business travel,Eco,disloyal Customer,0
1.0,5.0,5.0,2.0,5.0,Business travel,Eco,Loyal Customer,1
2.0,3.0,3.0,3.0,4.0,Personal Travel,Business,Loyal Customer,0
3.0,5.0,4.0,4.0,3.0,Personal Travel,Business,Loyal Customer,0
2.0,2.0,2.0,2.0,2.0,Personal Travel,Eco,Loyal Customer,0
4.0,4.0,4.0,5.0,2.0,Business travel,Business,Loyal Customer,1
5.0,5.0,1.0,5.0,5.0,Business travel,Eco,Loyal Customer,1
2.0,2.0,4.0,4.0,2.0,Business travel,Business,disloyal Customer,0
4.0,4.0,2.0,4.0,4.0,Business travel,Business,Loyal Customer,1
4.0,2.0,2.0,3.0,2.0,Business travel,Business,Loyal Customer,0
1.0,3.0,5.0,3.0,1.0,Business travel,Business,disloyal Customer,0
3.0,3.0,3.0,3.0,2.0,Business travel,Business,Loyal Customer,0
3.0,2.0,2.0,4.0,2.0,Business travel,Eco Plus,Loyal Customer,0
4.0,5.0,5.0,5.0,3.0,Business travel,Business,Loyal Customer,1
3.0,1.0,1.0,1.0,2.0,Business travel,Eco,disloyal Customer,0
2.0,2.0,5.0,2.0,2.0,Business travel,Business,Loyal Customer,1
5.0,1.0,1.0,3.0,3.0,Personal Travel,Eco,Loyal Customer,0
3.0,4.0,4.0,4.0,2.0,Business travel,Business,Loyal Customer,1
5.0,5.0,3.0,4.0,5.0,Business travel,Eco Plus,Loyal Customer,1
3.0,2.0,2.0,3.0,2.0,Business travel,Business,Loyal Customer,0
1.0,3.0,3.0,4.0,1.0,Business travel,Eco,disloyal Customer,0
2.0,4.0,4.0,3.0,5.0,Business travel,Business,Loyal Customer,1
4.0,3.0,3.0,4.0,4.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,5.0,1.0,Business travel,Business,Loyal Customer,1
3.0,1.0,1.0,3.0,4.0,Personal Travel,Eco,Loyal Customer,0
1.0,2.0,2.0,2.0,1.0,Business travel,Eco,disloyal Customer,0
4.0,4.0,3.0,4.0,4.0,Business travel,Business,Loyal Customer,0
3.0,3.0,3.0,4.0,3.0,Business travel,Eco,Loyal Customer,0
4.0,5.0,5.0,5.0,5.0,Business travel,Business,Loyal Customer,1
3.0,3.0,1.0,3.0,3.0,Business travel,Business,Loyal Customer,0
1.0,3.0,5.0,3.0,1.0,Personal Travel,Eco,Loyal Customer,0
2.0,2.0,3.0,2.0,2.0,Business travel,Eco,Loyal Customer,0
1.0,5.0,5.0,4.0,0.0,Business travel,Business,Loyal Customer,1
1.0,5.0,5.0,4.0,0.0,Business travel,Business,Loyal Customer,1
3.0,4.0,3.0,2.0,3.0,Personal Travel,Eco,Loyal Customer,0
4.0,4.0,4.0,4.0,5.0,Business travel,Business,Loyal Customer,1
5.0,4.0,4.0,4.0,3.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,5.0,3.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,5.0,4.0,5.0,Business travel,Business,Loyal Customer,1
3.0,3.0,4.0,3.0,3.0,Business travel,Business,Loyal Customer,0
4.0,4.0,5.0,4.0,4.0,Business travel,Eco Plus,Loyal Customer,1
3.0,3.0,3.0,5.0,3.0,Personal Travel,Eco,Loyal Customer,0
3.0,3.0,3.0,3.0,3.0,Business travel,Business,Loyal Customer,0
4.0,2.0,2.0,3.0,2.0,Business travel,Business,Loyal Customer,0
2.0,2.0,2.0,4.0,2.0,Business travel,Business,Loyal Customer,0
5.0,1.0,5.0,1.0,5.0,Personal Travel,Eco Plus,Loyal Customer,1
3.0,3.0,3.0,2.0,3.0,Business travel,Business,Loyal Customer,0
4.0,4.0,3.0,4.0,4.0,Business travel,Eco,Loyal Customer,0
4.0,5.0,3.0,5.0,4.0,Personal Travel,Eco,Loyal Customer,0
4.0,5.0,3.0,5.0,4.0,Business travel,Business,Loyal Customer,1
3.0,4.0,1.0,4.0,3.0,Business travel,Business,Loyal Customer,1
5.0,5.0,4.0,5.0,5.0,Business travel,Eco,Loyal Customer,1
1.0,1.0,4.0,1.0,1.0,Business travel,Eco,Loyal Customer,0
1.0,5.0,1.0,5.0,1.0,Business travel,Eco,disloyal Customer,0
4.0,1.0,1.0,5.0,0.0,Business travel,Business,Loyal Customer,1
4.0,4.0,2.0,4.0,4.0,Business travel,Eco Plus,Loyal Customer,1
5.0,2.0,3.0,2.0,5.0,Business travel,Business,disloyal Customer,1
4.0,4.0,1.0,4.0,4.0,Business travel,Eco,Loyal Customer,0
4.0,4.0,3.0,4.0,4.0,Business travel,Eco Plus,Loyal Customer,1
5.0,4.0,4.0,5.0,1.0,Business travel,Business,Loyal Customer,1
3.0,5.0,2.0,5.0,3.0,Business travel,Eco,disloyal Customer,0
2.0,4.0,2.0,4.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
2.0,3.0,3.0,5.0,2.0,Business travel,Eco,disloyal Customer,0
5.0,5.0,5.0,4.0,2.0,Business travel,Business,Loyal Customer,1
5.0,4.0,4.0,4.0,5.0,Business travel,Business,Loyal Customer,1
5.0,1.0,3.0,1.0,5.0,Business travel,Eco,disloyal Customer,1
5.0,5.0,5.0,4.0,2.0,Business travel,Business,Loyal Customer,1
2.0,1.0,3.0,1.0,2.0,Business travel,Eco,disloyal Customer,0
4.0,3.0,5.0,3.0,3.0,Business travel,Business,Loyal Customer,1
3.0,4.0,1.0,4.0,3.0,Business travel,Eco,disloyal Customer,0
5.0,4.0,4.0,5.0,4.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,5.0,1.0,Business travel,Business,Loyal Customer,1
3.0,1.0,3.0,1.0,3.0,Personal Travel,Eco,Loyal Customer,0
2.0,3.0,2.0,2.0,2.0,Business travel,Eco,Loyal Customer,0
4.0,5.0,5.0,5.0,3.0,Business travel,Business,Loyal Customer,1
4.0,4.0,4.0,4.0,4.0,Business travel,Eco,disloyal Customer,0
1.0,1.0,1.0,1.0,1.0,Business travel,Eco,Loyal Customer,0
3.0,1.0,4.0,1.0,3.0,Personal Travel,Eco Plus,Loyal Customer,0
5.0,4.0,4.0,5.0,4.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,5.0,5.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,4.0,5.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,4.0,2.0,Business travel,Business,Loyal Customer,1
3.0,3.0,4.0,3.0,3.0,Business travel,Eco,Loyal Customer,0
1.0,4.0,4.0,4.0,1.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,5.0,5.0,4.0,Business travel,Business,Loyal Customer,1
1.0,1.0,4.0,1.0,1.0,Personal Travel,Eco,Loyal Customer,0
2.0,1.0,2.0,1.0,3.0,Personal Travel,Eco,Loyal Customer,0
1.0,1.0,1.0,1.0,1.0,Business travel,Eco Plus,Loyal Customer,0
4.0,2.0,2.0,2.0,4.0,Personal Travel,Eco,Loyal Customer,0
3.0,2.0,3.0,2.0,3.0,Personal Travel,Eco Plus,Loyal Customer,0
2.0,5.0,2.0,5.0,2.0,Personal Travel,Eco,Loyal Customer,0
4.0,3.0,3.0,4.0,3.0,Business travel,Business,Loyal Customer,0
1.0,2.0,1.0,2.0,1.0,Personal Travel,Eco,Loyal Customer,0
0.0,1.0,4.0,1.0,1.0,Personal Travel,Eco Plus,Loyal Customer,0
5.0,3.0,3.0,4.0,3.0,Personal Travel,Business,Loyal Customer,0
5.0,3.0,1.0,4.0,5.0,Personal Travel,Eco,Loyal Customer,1
5.0,5.0,5.0,4.0,3.0,Business travel,Business,Loyal Customer,1
4.0,5.0,2.0,1.0,4.0,Personal Travel,Eco,Loyal Customer,0
4.0,1.0,4.0,1.0,3.0,Personal Travel,Eco,Loyal Customer,0
4.0,4.0,4.0,5.0,3.0,Business travel,Business,Loyal Customer,1
3.0,4.0,4.0,1.0,5.0,Business travel,Eco Plus,Loyal Customer,1
4.0,4.0,4.0,5.0,4.0,Business travel,Business,Loyal Customer,1
3.0,1.0,4.0,1.0,3.0,Personal Travel,Eco,Loyal Customer,0
2.0,2.0,4.0,2.0,1.0,Personal Travel,Eco,Loyal Customer,0
2.0,3.0,3.0,4.0,3.0,Personal Travel,Business,Loyal Customer,0
3.0,4.0,4.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
2.0,4.0,2.0,4.0,2.0,Business travel,Eco,disloyal Customer,0
4.0,4.0,5.0,3.0,4.0,Business travel,Business,disloyal Customer,1
5.0,3.0,5.0,3.0,5.0,Business travel,Business,disloyal Customer,1
4.0,5.0,5.0,4.0,3.0,Business travel,Business,Loyal Customer,1
4.0,5.0,2.0,5.0,5.0,Business travel,Eco,Loyal Customer,1
4.0,5.0,1.0,5.0,4.0,Personal Travel,Eco,Loyal Customer,0
2.0,2.0,2.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
2.0,3.0,1.0,3.0,2.0,Personal Travel,Eco,Loyal Customer,0
1.0,5.0,5.0,4.0,5.0,Business travel,Eco Plus,Loyal Customer,1
3.0,1.0,2.0,2.0,3.0,Personal Travel,Eco,Loyal Customer,0
5.0,4.0,4.0,5.0,2.0,Business travel,Business,Loyal Customer,1
3.0,3.0,2.0,3.0,3.0,Business travel,Eco,Loyal Customer,0
3.0,2.0,3.0,3.0,3.0,Business travel,Business,Loyal Customer,0
2.0,5.0,5.0,5.0,2.0,Personal Travel,Business,Loyal Customer,0
3.0,3.0,3.0,3.0,3.0,Business travel,Eco,Loyal Customer,0
4.0,1.0,1.0,4.0,1.0,Business travel,Eco Plus,Loyal Customer,0
3.0,3.0,4.0,3.0,3.0,Business travel,Eco,Loyal Customer,0
3.0,2.0,2.0,3.0,2.0,Business travel,Eco Plus,Loyal Customer,0
5.0,4.0,4.0,4.0,1.0,Business travel,Business,Loyal Customer,1
4.0,4.0,4.0,4.0,4.0,Business travel,Eco,Loyal Customer,1
4.0,4.0,4.0,4.0,5.0,Business travel,Business,Loyal Customer,1
5.0,1.0,1.0,4.0,0.0,Business travel,Business,Loyal Customer,1
4.0,3.0,5.0,3.0,3.0,Business travel,Business,disloyal Customer,0
2.0,2.0,4.0,2.0,2.0,Business travel,Business,Loyal Customer,0
4.0,4.0,3.0,1.0,4.0,Business travel,Eco,Loyal Customer,0
5.0,3.0,3.0,5.0,2.0,Business travel,Business,Loyal Customer,1
3.0,4.0,4.0,4.0,5.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,5.0,1.0,Business travel,Business,Loyal Customer,1
4.0,4.0,4.0,5.0,5.0,Business travel,Business,Loyal Customer,1
5.0,4.0,4.0,5.0,4.0,Business travel,Business,Loyal Customer,1
1.0,4.0,2.0,4.0,1.0,Business travel,Eco,disloyal Customer,0
4.0,5.0,4.0,5.0,4.0,Business travel,Business,disloyal Customer,1
2.0,2.0,4.0,2.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
3.0,4.0,4.0,4.0,3.0,Business travel,Eco Plus,disloyal Customer,0
3.0,1.0,4.0,1.0,3.0,Business travel,Eco,disloyal Customer,0
4.0,3.0,1.0,4.0,0.0,Business travel,Eco Plus,Loyal Customer,1
5.0,2.0,2.0,4.0,3.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,5.0,4.0,Business travel,Eco,disloyal Customer,1
1.0,2.0,4.0,2.0,1.0,Personal Travel,Eco,Loyal Customer,0
4.0,5.0,5.0,4.0,5.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,5.0,3.0,Personal Travel,Business,Loyal Customer,0
4.0,2.0,2.0,4.0,2.0,Business travel,Business,Loyal Customer,0
4.0,5.0,5.0,4.0,1.0,Personal Travel,Eco,Loyal Customer,0
3.0,4.0,4.0,4.0,4.0,Business travel,Business,Loyal Customer,0
5.0,1.0,4.0,1.0,3.0,Personal Travel,Eco,Loyal Customer,0
5.0,4.0,4.0,5.0,3.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,3.0,2.0,Business travel,Business,Loyal Customer,1
0.0,5.0,5.0,4.0,0.0,Business travel,Business,disloyal Customer,1
3.0,5.0,4.0,5.0,3.0,Business travel,Eco,disloyal Customer,0
4.0,3.0,4.0,3.0,4.0,Business travel,Eco,Loyal Customer,1
1.0,5.0,3.0,5.0,1.0,Personal Travel,Eco,disloyal Customer,0
3.0,3.0,4.0,3.0,5.0,Business travel,Business,Loyal Customer,1
4.0,5.0,3.0,1.0,4.0,Business travel,Business,disloyal Customer,1
2.0,4.0,4.0,3.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,2.0,2.0,3.0,2.0,Business travel,Business,Loyal Customer,0
2.0,2.0,1.0,2.0,2.0,Business travel,Eco Plus,Loyal Customer,0
2.0,3.0,3.0,2.0,2.0,Business travel,Business,disloyal Customer,0
2.0,3.0,3.0,2.0,3.0,Business travel,Business,Loyal Customer,0
1.0,1.0,4.0,1.0,1.0,Business travel,Eco,Loyal Customer,0
4.0,3.0,3.0,5.0,3.0,Business travel,Business,Loyal Customer,1
5.0,4.0,2.0,4.0,5.0,Business travel,Eco,Loyal Customer,1
5.0,1.0,1.0,5.0,2.0,Personal Travel,Eco,Loyal Customer,0
1.0,3.0,4.0,3.0,1.0,Personal Travel,Eco Plus,Loyal Customer,0
0.0,5.0,1.0,4.0,4.0,Personal Travel,Eco,Loyal Customer,0
1.0,2.0,2.0,3.0,2.0,Business travel,Eco,Loyal Customer,0
5.0,5.0,5.0,4.0,1.0,Personal Travel,Eco,Loyal Customer,0
2.0,2.0,1.0,2.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,2.0,2.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
4.0,4.0,3.0,4.0,4.0,Business travel,Eco,Loyal Customer,0
3.0,4.0,1.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
1.0,4.0,3.0,4.0,1.0,Business travel,Eco,disloyal Customer,0
4.0,2.0,2.0,4.0,0.0,Business travel,Business,Loyal Customer,1
4.0,4.0,4.0,4.0,1.0,Business travel,Business,Loyal Customer,1
2.0,5.0,2.0,5.0,2.0,Personal Travel,Eco,Loyal Customer,0
4.0,5.0,5.0,4.0,3.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,3.0,5.0,Business travel,Eco Plus,Loyal Customer,1
1.0,1.0,1.0,1.0,1.0,Business travel,Business,Loyal Customer,0
1.0,4.0,4.0,1.0,4.0,Business travel,Eco Plus,Loyal Customer,1
4.0,4.0,3.0,4.0,4.0,Business travel,Business,Loyal Customer,1
0.0,4.0,2.0,4.0,0.0,Business travel,Eco,Loyal Customer,1
4.0,4.0,1.0,4.0,4.0,Business travel,Eco,disloyal Customer,0
3.0,5.0,5.0,5.0,2.0,Business travel,Business,Loyal Customer,1
1.0,4.0,3.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,5.0,5.0,5.0,4.0,Business travel,Business,Loyal Customer,1
5.0,4.0,4.0,4.0,3.0,Business travel,Business,Loyal Customer,1
0.0,3.0,3.0,3.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
2.0,2.0,1.0,2.0,2.0,Business travel,Business,Loyal Customer,0
3.0,2.0,1.0,3.0,3.0,Business travel,Eco,Loyal Customer,0
4.0,4.0,4.0,5.0,1.0,Business travel,Business,Loyal Customer,1
4.0,4.0,2.0,4.0,4.0,Personal Travel,Eco,Loyal Customer,0
5.0,2.0,2.0,5.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
2.0,1.0,4.0,1.0,2.0,Business travel,Business,disloyal Customer,0
4.0,3.0,3.0,4.0,4.0,Personal Travel,Eco,Loyal Customer,1
4.0,5.0,1.0,5.0,4.0,Business travel,Eco,disloyal Customer,0
4.0,5.0,5.0,5.0,4.0,Business travel,Business,Loyal Customer,1
1.0,1.0,4.0,1.0,1.0,Business travel,Business,Loyal Customer,0
4.0,1.0,1.0,4.0,0.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,4.0,4.0,Business travel,Business,Loyal Customer,1
4.0,2.0,4.0,1.0,4.0,Personal Travel,Eco,Loyal Customer,0
3.0,3.0,3.0,3.0,3.0,Business travel,Eco,Loyal Customer,0
5.0,3.0,3.0,5.0,1.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,5.0,5.0,4.0,Business travel,Business,Loyal Customer,1
5.0,5.0,1.0,5.0,5.0,Business travel,Eco Plus,Loyal Customer,1
2.0,4.0,4.0,4.0,2.0,Business travel,Business,disloyal Customer,0
3.0,1.0,4.0,1.0,3.0,Personal Travel,Eco,Loyal Customer,0
2.0,4.0,4.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
2.0,3.0,4.0,3.0,2.0,Business travel,Business,disloyal Customer,0
5.0,2.0,2.0,5.0,5.0,Business travel,Eco,Loyal Customer,1
4.0,4.0,4.0,5.0,4.0,Business travel,Business,Loyal Customer,1
3.0,3.0,5.0,3.0,1.0,Business travel,Business,Loyal Customer,1
5.0,5.0,3.0,5.0,2.0,Business travel,Business,Loyal Customer,1
2.0,2.0,3.0,2.0,2.0,Personal Travel,Eco,Loyal Customer,0
1.0,3.0,2.0,3.0,1.0,Business travel,Eco,disloyal Customer,0
4.0,4.0,4.0,4.0,4.0,Business travel,Business,Loyal Customer,1
4.0,5.0,5.0,4.0,2.0,Business travel,Business,Loyal Customer,1
4.0,3.0,3.0,4.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,5.0,5.0,4.0,3.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,5.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,5.0,3.0,5.0,3.0,Personal Travel,Eco,Loyal Customer,0
4.0,2.0,2.0,4.0,1.0,Business travel,Eco,Loyal Customer,0
5.0,5.0,5.0,5.0,4.0,Business travel,Business,Loyal Customer,1
3.0,4.0,1.0,4.0,3.0,Business travel,Eco,disloyal Customer,0
4.0,5.0,5.0,5.0,1.0,Personal Travel,Eco,Loyal Customer,0
2.0,2.0,2.0,2.0,1.0,Personal Travel,Eco,Loyal Customer,0
1.0,1.0,1.0,1.0,1.0,Business travel,Business,disloyal Customer,0
4.0,4.0,4.0,2.0,4.0,Business travel,Business,disloyal Customer,1
3.0,4.0,4.0,4.0,3.0,Personal Travel,Eco,Loyal Customer,0
1.0,4.0,5.0,1.0,5.0,Personal Travel,Eco,Loyal Customer,1
4.0,2.0,1.0,2.0,4.0,Personal Travel,Eco,Loyal Customer,1
2.0,4.0,4.0,5.0,2.0,Business travel,Business,Loyal Customer,1
5.0,4.0,4.0,5.0,5.0,Business travel,Business,Loyal Customer,1
3.0,3.0,3.0,3.0,3.0,Business travel,Eco,Loyal Customer,0
1.0,2.0,2.0,2.0,2.0,Business travel,Business,Loyal Customer,0
3.0,3.0,3.0,4.0,3.0,Business travel,Business,Loyal Customer,0
4.0,5.0,5.0,1.0,4.0,Personal Travel,Eco,Loyal Customer,0
3.0,1.0,4.0,1.0,2.0,Business travel,Business,disloyal Customer,0
3.0,5.0,4.0,5.0,3.0,Personal Travel,Eco,Loyal Customer,0
2.0,1.0,1.0,3.0,1.0,Business travel,Business,Loyal Customer,0
4.0,3.0,3.0,5.0,3.0,Business travel,Business,Loyal Customer,1
2.0,4.0,5.0,4.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
4.0,2.0,2.0,4.0,2.0,Business travel,Eco,Loyal Customer,0
5.0,5.0,5.0,4.0,5.0,Business travel,Business,Loyal Customer,1
1.0,3.0,5.0,1.0,2.0,Business travel,Eco,disloyal Customer,0
5.0,5.0,5.0,4.0,1.0,Business travel,Business,Loyal Customer,1
0.0,5.0,4.0,5.0,1.0,Personal Travel,Eco,Loyal Customer,0
5.0,5.0,2.0,5.0,4.0,Personal Travel,Eco Plus,Loyal Customer,0
4.0,4.0,4.0,4.0,4.0,Business travel,Business,Loyal Customer,1
2.0,2.0,4.0,2.0,2.0,Personal Travel,Eco,Loyal Customer,0
3.0,5.0,3.0,5.0,3.0,Personal Travel,Eco,Loyal Customer,0
5.0,4.0,4.0,4.0,2.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,4.0,3.0,Business travel,Business,Loyal Customer,1
3.0,4.0,4.0,5.0,2.0,Business travel,Business,Loyal Customer,1
3.0,2.0,2.0,3.0,2.0,Business travel,Business,Loyal Customer,0
2.0,2.0,5.0,2.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
2.0,2.0,1.0,2.0,2.0,Business travel,Eco,Loyal Customer,0
4.0,4.0,4.0,4.0,1.0,Business travel,Business,Loyal Customer,1
5.0,5.0,4.0,5.0,4.0,Business travel,Business,Loyal Customer,1
3.0,4.0,3.0,4.0,3.0,Business travel,Eco,disloyal Customer,1
5.0,3.0,3.0,5.0,5.0,Business travel,Business,Loyal Customer,1
4.0,4.0,4.0,5.0,5.0,Business travel,Business,Loyal Customer,1
5.0,5.0,5.0,5.0,1.0,Business travel,Business,Loyal Customer,1
3.0,3.0,3.0,3.0,3.0,Business travel,Business,Loyal Customer,0
4.0,5.0,5.0,4.0,2.0,Business travel,Business,Loyal Customer,1
5.0,3.0,3.0,4.0,2.0,Personal Travel,Eco Plus,Loyal Customer,0
