Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Male,Loyal Customer,36,Business travel,Business,181,4,3,3,3,5,4,3,2,2,2,4,1,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Business travel,Business,334,0,1,1,3,4,4,4,4,5,2,4,5,5,4,0,0.0,satisfied
Female,disloyal Customer,18,Business travel,Eco,542,0,0,0,4,3,0,3,3,4,3,5,5,4,3,0,0.0,satisfied
Male,Loyal Customer,42,Business travel,Business,197,5,5,5,5,3,5,4,5,5,5,5,3,5,3,0,0.0,satisfied
Male,disloyal Customer,25,Business travel,Business,712,5,0,5,1,3,5,3,3,3,4,4,5,5,3,0,0.0,satisfied
Female,disloyal Customer,27,Business travel,Business,405,0,0,0,3,2,0,2,2,3,5,4,3,4,2,6,7.0,satisfied
Female,Loyal Customer,29,Business travel,Business,1481,4,1,4,4,3,3,3,3,4,4,4,4,4,3,13,10.0,satisfied
Male,disloyal Customer,34,Business travel,Business,383,3,3,3,3,5,3,5,5,4,3,5,5,4,5,45,46.0,neutral or dissatisfied
Male,Loyal Customer,32,Personal Travel,Eco,1069,2,4,2,2,5,2,5,5,3,1,1,4,3,5,50,55.0,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,714,2,4,2,2,1,2,1,1,3,5,4,3,5,1,123,105.0,neutral or dissatisfied
Female,Loyal Customer,73,Business travel,Business,2047,2,3,3,3,2,3,4,4,4,4,2,3,4,2,3,12.0,neutral or dissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,1541,3,2,3,4,4,2,4,3,3,3,3,1,3,2,46,35.0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Eco,441,3,5,4,3,2,5,4,3,3,4,3,3,3,5,82,74.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,577,2,5,5,5,2,2,2,2,4,1,2,3,2,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,27,Business travel,Eco,334,1,3,3,3,1,1,1,1,4,3,4,3,4,1,0,16.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,2097,1,1,4,4,5,3,4,4,4,4,1,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,15,Personal Travel,Business,2475,3,4,3,4,3,3,3,4,3,3,4,3,3,3,205,201.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Eco,907,3,3,3,2,5,3,4,5,3,1,1,1,4,5,7,2.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,602,2,0,2,1,4,2,4,4,2,3,4,3,3,4,61,89.0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Eco Plus,304,5,5,5,5,2,5,1,5,5,5,5,5,5,1,4,22.0,satisfied
Male,Loyal Customer,11,Personal Travel,Eco,2174,2,1,2,3,1,2,1,1,3,2,4,2,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco Plus,569,1,5,1,1,5,1,5,5,3,5,4,5,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,1558,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,12.0,satisfied
Female,Loyal Customer,30,Business travel,Eco Plus,2917,0,0,0,3,1,0,1,1,5,1,1,4,5,1,0,0.0,satisfied
Female,Loyal Customer,69,Personal Travel,Business,954,1,5,1,2,4,3,1,2,2,1,5,1,2,3,18,17.0,neutral or dissatisfied
Male,Loyal Customer,28,Personal Travel,Eco,192,1,4,1,4,1,5,5,5,3,4,5,5,4,5,152,149.0,neutral or dissatisfied
Female,Loyal Customer,29,Business travel,Business,2146,5,5,3,5,4,4,4,4,1,2,5,2,3,4,13,11.0,satisfied
Male,Loyal Customer,32,Business travel,Business,3037,2,2,2,2,4,4,4,4,4,1,1,3,5,4,0,0.0,satisfied
Male,Loyal Customer,59,Business travel,Business,546,5,5,5,5,3,4,4,4,4,5,4,3,4,5,0,1.0,satisfied
Female,Loyal Customer,55,Personal Travel,Eco,164,3,4,3,4,3,4,4,4,4,3,4,1,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,38,Business travel,Business,813,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
Female,Loyal Customer,64,Business travel,Eco,2402,1,1,1,1,2,3,4,1,1,1,1,4,1,3,2,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,2276,2,2,2,2,4,5,4,5,5,5,5,4,5,3,10,0.0,satisfied
Male,Loyal Customer,35,Business travel,Business,1172,3,3,3,3,3,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,50,Personal Travel,Eco,731,3,4,3,3,2,2,4,2,2,3,1,4,2,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,Business travel,Eco,639,3,2,1,2,4,3,4,4,1,5,5,5,1,4,0,0.0,satisfied
Male,Loyal Customer,62,Personal Travel,Eco,334,2,4,2,4,2,2,2,2,5,5,5,4,5,2,11,0.0,neutral or dissatisfied
Male,disloyal Customer,75,Business travel,Eco,699,3,3,3,3,5,3,5,5,1,1,4,4,3,5,19,11.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,280,3,4,3,3,4,3,5,4,5,5,4,4,4,4,7,6.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,282,4,2,2,2,3,4,3,4,4,4,4,2,4,1,9,27.0,neutral or dissatisfied
Female,Loyal Customer,13,Personal Travel,Eco,1670,2,2,2,3,1,2,1,1,2,1,3,4,3,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,2710,1,1,1,1,1,2,1,1,3,3,2,3,2,1,0,3.0,neutral or dissatisfied
Female,Loyal Customer,45,Personal Travel,Eco,618,3,5,2,4,3,5,5,1,1,2,5,3,1,5,67,45.0,neutral or dissatisfied
Female,Loyal Customer,51,Business travel,Business,1794,2,2,2,2,4,4,4,4,4,4,4,5,4,3,13,15.0,satisfied
Female,Loyal Customer,62,Business travel,Eco,158,1,3,3,3,1,1,1,2,5,2,3,1,1,1,153,158.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,937,4,4,4,4,3,5,4,3,3,4,3,3,3,5,0,7.0,satisfied
Male,Loyal Customer,44,Business travel,Business,3966,3,4,4,4,5,3,3,3,3,3,3,2,3,1,60,67.0,neutral or dissatisfied
Male,Loyal Customer,53,Business travel,Business,3868,2,2,2,2,4,5,5,3,3,4,3,4,3,3,15,6.0,satisfied
Male,Loyal Customer,57,Personal Travel,Eco Plus,589,2,4,2,3,5,2,5,5,2,2,1,2,3,5,65,60.0,neutral or dissatisfied
Male,Loyal Customer,62,Personal Travel,Eco,616,2,4,2,4,2,2,2,2,5,2,3,1,2,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,45,Business travel,Eco,649,1,4,1,3,5,1,5,5,4,2,3,2,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Business travel,Business,602,3,2,3,3,2,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
Male,Loyal Customer,18,Personal Travel,Eco,618,3,5,3,4,5,3,5,5,4,3,5,5,5,5,15,44.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,3767,1,1,1,1,5,2,2,2,2,2,1,4,2,2,44,92.0,neutral or dissatisfied
Female,Loyal Customer,61,Business travel,Business,3254,1,4,4,4,3,4,4,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Business,516,1,2,1,4,3,4,4,2,2,1,2,2,2,1,0,1.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,1597,5,5,5,5,4,5,5,5,5,5,5,5,5,3,0,0.0,satisfied
Male,disloyal Customer,16,Business travel,Eco,731,4,4,4,4,1,4,1,1,3,4,4,3,4,1,27,29.0,neutral or dissatisfied
Female,disloyal Customer,39,Business travel,Business,250,2,2,2,4,5,2,3,5,5,2,5,4,4,5,0,0.0,satisfied
Female,Loyal Customer,21,Business travel,Business,651,2,2,2,2,2,2,2,2,1,1,3,3,4,2,12,0.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Business,102,1,4,1,1,5,1,5,5,3,1,5,1,2,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,24,Business travel,Business,1075,5,0,5,2,1,5,2,1,1,4,2,3,3,1,0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Eco,671,3,1,1,1,3,3,3,3,3,1,2,1,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,69,Personal Travel,Eco,1205,4,4,4,4,3,4,3,3,2,1,4,3,4,3,8,2.0,neutral or dissatisfied
Female,Loyal Customer,37,Business travel,Eco Plus,448,4,5,5,5,4,4,4,4,5,4,3,2,1,4,0,6.0,satisfied
Female,Loyal Customer,41,Business travel,Business,3945,4,4,3,4,4,4,5,5,5,5,5,5,5,3,0,23.0,satisfied
Male,Loyal Customer,46,Business travel,Eco,954,2,2,2,2,2,2,2,2,5,4,2,2,4,2,0,0.0,satisfied
Female,Loyal Customer,47,Personal Travel,Eco,484,3,5,3,3,5,4,4,4,4,3,4,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Eco,1197,3,5,5,5,4,4,4,3,3,3,3,3,3,4,3,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,1642,2,2,2,2,4,3,1,3,3,4,3,1,3,4,0,0.0,satisfied
Male,Loyal Customer,53,Business travel,Eco,551,5,4,4,4,4,5,4,4,1,1,1,1,5,4,65,78.0,satisfied
Male,disloyal Customer,48,Business travel,Business,285,1,1,1,3,5,1,5,5,1,3,3,3,3,5,0,0.0,neutral or dissatisfied
Female,disloyal Customer,33,Business travel,Business,2611,2,2,2,3,3,2,3,3,4,4,5,5,5,3,1,0.0,neutral or dissatisfied
Male,Loyal Customer,61,Personal Travel,Eco Plus,1199,2,5,2,1,2,2,2,2,3,4,1,1,2,2,4,31.0,neutral or dissatisfied
Female,disloyal Customer,10,Business travel,Eco,2417,2,2,2,3,4,2,4,4,3,4,5,4,4,4,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Eco,297,4,2,3,2,4,4,4,4,1,3,2,2,3,4,3,0.0,satisfied
Female,Loyal Customer,55,Personal Travel,Eco,547,2,1,2,2,2,1,1,1,1,2,1,4,1,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,62,Business travel,Eco,1000,4,4,4,2,3,4,3,3,4,4,1,2,3,3,18,29.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,621,4,0,4,3,3,4,3,3,4,2,4,5,4,3,0,0.0,satisfied
Male,Loyal Customer,36,Personal Travel,Eco,641,3,4,3,3,3,3,2,3,5,4,4,5,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,62,Personal Travel,Eco,591,1,4,1,4,4,1,4,4,5,4,5,4,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,33,Personal Travel,Eco,926,1,4,0,2,3,0,3,3,5,5,4,4,4,3,1,5.0,neutral or dissatisfied
Male,disloyal Customer,50,Business travel,Business,159,3,3,3,2,4,3,4,4,3,4,4,4,5,4,0,0.0,satisfied
Male,Loyal Customer,16,Business travel,Business,1781,3,3,3,3,5,4,5,5,5,4,5,5,5,5,0,0.0,satisfied
Female,Loyal Customer,28,Business travel,Eco Plus,666,3,4,1,4,3,3,3,3,4,2,3,3,4,3,15,8.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Business,315,1,4,1,1,5,1,5,5,5,5,2,4,2,5,9,0.0,neutral or dissatisfied
Male,disloyal Customer,44,Business travel,Business,314,2,2,2,2,2,2,1,2,3,2,5,3,5,2,6,3.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,250,4,4,4,5,2,4,2,2,4,2,4,4,2,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Business,429,5,5,5,2,2,5,2,2,5,5,4,4,4,2,0,0.0,satisfied
Male,Loyal Customer,7,Personal Travel,Eco,577,3,3,3,3,5,3,5,5,2,1,3,1,3,5,12,38.0,neutral or dissatisfied
Female,disloyal Customer,11,Business travel,Eco,868,4,4,4,3,3,4,3,3,1,5,4,1,3,3,0,3.0,neutral or dissatisfied
Male,Loyal Customer,67,Personal Travel,Business,954,3,5,3,3,4,4,5,3,3,3,4,3,3,3,1,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,1389,2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,19.0,satisfied
Male,disloyal Customer,28,Business travel,Business,448,2,2,2,1,5,2,5,5,3,3,4,3,5,5,30,13.0,neutral or dissatisfied
Male,Loyal Customer,48,Business travel,Business,271,5,5,5,5,3,5,5,4,4,4,4,5,4,5,7,5.0,satisfied
Female,Loyal Customer,64,Business travel,Eco,1099,1,2,2,2,4,4,3,1,1,1,1,1,1,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,68,Personal Travel,Eco,143,3,2,3,4,2,3,2,2,2,2,4,4,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Eco,159,1,4,0,2,2,0,2,2,3,4,4,3,5,2,25,22.0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,853,0,4,0,4,5,4,5,5,5,2,4,3,4,5,0,8.0,satisfied
Male,disloyal Customer,18,Business travel,Eco,361,3,4,3,3,2,3,2,2,2,1,5,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,1123,2,5,2,3,2,2,2,2,3,4,3,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,52,Business travel,Eco Plus,342,2,1,5,1,1,4,3,2,2,2,2,4,2,1,25,13.0,neutral or dissatisfied
Female,Loyal Customer,67,Business travel,Business,3850,4,5,5,5,1,2,2,4,4,4,4,4,4,4,67,70.0,neutral or dissatisfied
Male,Loyal Customer,13,Personal Travel,Eco,1416,3,1,3,3,3,3,3,3,1,4,3,4,3,3,19,13.0,neutral or dissatisfied
Male,Loyal Customer,69,Business travel,Business,479,1,1,1,1,2,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,2252,4,4,4,4,2,5,4,4,4,4,5,3,4,3,0,0.0,satisfied
Female,Loyal Customer,38,Personal Travel,Eco,581,2,4,2,2,3,2,1,3,3,2,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Eco,867,2,1,1,1,2,2,2,2,4,5,2,2,1,2,1,35.0,neutral or dissatisfied
Male,Loyal Customer,60,Business travel,Business,3833,2,2,4,2,5,4,3,4,4,4,4,5,4,4,42,30.0,satisfied
Male,disloyal Customer,23,Business travel,Eco,264,3,4,3,3,1,3,1,1,1,5,4,4,4,1,20,55.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,992,4,1,1,1,4,4,4,4,2,2,4,2,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,1864,1,2,2,2,4,2,3,1,1,1,1,3,1,3,0,5.0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,3510,3,1,1,1,3,3,3,3,1,4,3,3,3,3,36,31.0,neutral or dissatisfied
Male,Loyal Customer,32,Business travel,Eco,937,3,1,1,1,3,3,3,3,1,2,4,2,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Eco,284,1,1,1,1,1,1,1,1,3,1,3,2,2,1,0,1.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,862,2,5,2,4,3,2,1,3,3,5,4,5,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Eco,1598,0,0,0,3,3,0,2,3,4,5,3,3,4,3,4,0.0,satisfied
Female,Loyal Customer,7,Personal Travel,Eco,158,3,5,3,3,4,3,4,4,5,2,4,4,5,4,3,10.0,neutral or dissatisfied
Female,Loyal Customer,55,Personal Travel,Eco,585,4,5,5,4,4,4,5,3,3,5,5,4,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,1590,3,4,3,3,1,3,1,1,5,2,3,5,5,1,3,13.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,2176,4,4,4,4,5,3,4,4,4,4,4,4,4,3,17,0.0,satisfied
Male,Loyal Customer,39,Business travel,Eco,846,5,5,5,5,5,5,5,1,3,3,3,5,3,5,184,174.0,satisfied
Female,Loyal Customer,9,Personal Travel,Eco Plus,374,4,3,4,4,2,4,2,2,2,4,3,1,3,2,0,51.0,neutral or dissatisfied
Female,Loyal Customer,40,Personal Travel,Eco,776,3,4,3,3,1,3,1,1,4,4,4,3,4,1,8,12.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,1371,1,1,1,1,5,4,5,4,4,4,4,5,4,5,40,0.0,satisfied
Male,Loyal Customer,53,Business travel,Business,2721,2,2,2,2,5,4,4,4,4,4,3,5,4,1,0,0.0,satisfied
Male,Loyal Customer,57,Business travel,Business,2227,2,2,2,2,4,3,4,5,5,5,5,4,5,5,2,0.0,satisfied
Female,disloyal Customer,65,Business travel,Eco,427,4,3,4,5,5,4,5,5,5,2,4,5,5,5,17,11.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Eco,576,5,3,3,3,5,5,5,5,5,4,2,3,2,5,0,0.0,satisfied
Female,Loyal Customer,34,Personal Travel,Eco,1379,0,4,0,3,4,0,4,4,5,5,3,4,5,4,17,1.0,satisfied
Male,Loyal Customer,14,Personal Travel,Eco,227,2,4,0,3,2,0,4,2,3,2,4,3,4,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,48,Business travel,Business,1587,3,3,3,2,1,3,1,1,4,4,3,4,5,1,4,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,1174,4,4,4,4,4,5,4,4,4,4,4,4,4,3,12,3.0,satisfied
Male,Loyal Customer,52,Business travel,Business,1532,3,1,1,1,2,3,2,3,3,3,3,2,3,2,44,36.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,2156,3,2,2,2,5,4,3,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
Female,disloyal Customer,32,Business travel,Business,680,2,2,2,3,3,2,1,3,4,4,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,60,Personal Travel,Eco,192,3,5,0,4,3,0,3,3,3,2,5,3,5,3,26,24.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Eco,669,2,4,4,4,2,2,2,2,4,3,4,4,4,2,0,6.0,neutral or dissatisfied
Male,disloyal Customer,18,Business travel,Business,679,5,4,5,2,1,5,1,1,4,4,4,3,5,1,0,0.0,satisfied
Male,Loyal Customer,10,Personal Travel,Eco,1726,3,4,2,3,2,2,2,2,1,4,3,4,5,2,3,9.0,neutral or dissatisfied
Female,Loyal Customer,27,Personal Travel,Eco,1979,3,3,3,3,3,3,3,3,5,2,1,1,4,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,56,Personal Travel,Business,546,2,2,2,3,5,3,3,2,2,2,2,2,2,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,469,4,3,3,4,1,3,1,1,4,1,3,3,4,1,56,61.0,neutral or dissatisfied
Female,Loyal Customer,68,Personal Travel,Eco,526,2,1,2,2,5,2,1,5,5,2,5,2,5,2,1,1.0,neutral or dissatisfied
Male,disloyal Customer,63,Business travel,Eco,89,3,0,2,1,1,2,1,1,1,5,5,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,42,Business travel,Business,862,4,4,4,4,4,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
Male,disloyal Customer,24,Business travel,Eco Plus,907,1,2,1,4,2,1,2,2,2,5,4,2,3,2,0,17.0,neutral or dissatisfied
Male,Loyal Customer,62,Personal Travel,Eco Plus,413,1,5,3,1,5,3,5,5,5,4,4,2,5,5,0,9.0,neutral or dissatisfied
Male,Loyal Customer,59,Business travel,Business,2407,5,5,5,5,3,5,5,3,3,4,3,4,3,3,26,30.0,satisfied
Female,disloyal Customer,24,Business travel,Eco,811,3,3,3,3,5,3,5,5,3,2,5,4,4,5,39,33.0,neutral or dissatisfied
Female,Loyal Customer,27,Business travel,Eco Plus,606,5,2,2,2,5,5,5,5,3,2,4,5,2,5,0,10.0,satisfied
Female,Loyal Customer,41,Business travel,Eco,1598,2,1,1,1,2,2,2,2,2,4,1,4,2,2,5,0.0,neutral or dissatisfied
Male,disloyal Customer,23,Business travel,Eco,979,2,2,2,3,5,2,5,5,3,4,4,3,5,5,40,54.0,neutral or dissatisfied
Female,Loyal Customer,35,Personal Travel,Eco,391,3,5,3,3,1,3,1,1,1,5,2,3,2,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,36,Business travel,Eco,1825,2,2,2,2,2,2,2,2,3,2,3,4,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,926,2,2,2,2,5,5,5,5,5,2,5,3,5,5,16,10.0,satisfied
Female,Loyal Customer,36,Personal Travel,Business,689,2,5,2,4,4,5,4,5,5,2,5,5,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,2248,3,3,3,3,5,5,4,4,4,4,4,5,4,5,5,0.0,satisfied
Female,Loyal Customer,58,Business travel,Business,125,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,581,4,4,2,4,3,4,5,3,3,3,3,4,3,4,2,0.0,satisfied
Male,Loyal Customer,33,Business travel,Business,2334,4,4,4,4,5,4,5,5,5,4,4,3,4,5,11,9.0,satisfied
Female,Loyal Customer,42,Business travel,Eco,270,4,3,2,3,4,5,1,4,4,4,4,4,4,2,0,0.0,satisfied
Female,Loyal Customer,52,Business travel,Eco,163,1,3,3,3,4,4,4,1,1,1,1,1,1,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Business,2088,2,2,2,2,5,5,5,4,4,4,4,5,4,5,10,0.0,satisfied
Female,Loyal Customer,62,Business travel,Eco,395,2,4,4,4,4,3,3,2,2,2,2,4,2,4,0,2.0,neutral or dissatisfied
Male,Loyal Customer,8,Personal Travel,Eco,1919,2,5,2,2,4,2,4,4,5,4,4,5,5,4,27,12.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,1334,2,2,2,2,2,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
Female,Loyal Customer,31,Business travel,Business,1173,4,4,4,4,4,4,4,4,3,3,4,3,1,4,18,12.0,satisfied
Female,disloyal Customer,36,Business travel,Eco,655,2,2,2,4,1,2,1,1,1,3,4,2,3,1,14,16.0,neutral or dissatisfied
Female,Loyal Customer,45,Business travel,Eco,241,4,2,4,2,1,1,4,4,4,4,4,1,4,4,0,0.0,satisfied
Male,Loyal Customer,26,Business travel,Business,2425,4,4,4,4,5,4,4,5,2,4,5,4,4,4,0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Eco,909,4,5,3,3,5,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
Male,Loyal Customer,56,Personal Travel,Eco Plus,462,4,5,4,3,3,4,3,3,4,2,4,5,4,3,11,0.0,satisfied
Male,Loyal Customer,64,Business travel,Business,1874,2,3,3,3,2,4,3,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Business,190,4,4,4,3,3,4,3,3,3,5,5,3,5,3,0,0.0,satisfied
Female,disloyal Customer,25,Business travel,Business,1199,1,0,1,3,3,1,3,3,3,5,4,3,4,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,58,Personal Travel,Eco,1009,2,5,2,4,4,2,2,4,5,5,2,1,1,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,2202,2,2,2,2,2,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,32,Personal Travel,Eco Plus,528,3,5,3,3,3,3,1,3,5,2,5,4,4,3,6,25.0,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco,533,3,4,3,4,5,4,4,2,2,3,4,3,2,5,122,103.0,neutral or dissatisfied
Male,Loyal Customer,35,Business travel,Eco,268,5,4,4,4,5,5,5,5,5,3,3,2,2,5,0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Eco,403,5,2,2,2,5,5,5,5,3,1,4,2,3,5,0,0.0,satisfied
Female,Loyal Customer,24,Business travel,Eco,589,4,2,3,2,4,4,3,4,4,3,3,4,4,4,0,0.0,satisfied
Male,Loyal Customer,43,Business travel,Eco Plus,1076,4,5,5,5,5,4,5,5,4,1,2,1,2,5,17,0.0,neutral or dissatisfied
Female,Loyal Customer,54,Business travel,Business,1145,5,5,5,5,2,5,4,4,4,5,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,25,Business travel,Business,3808,5,5,5,5,2,2,2,2,4,3,4,5,4,2,0,0.0,satisfied
Male,Loyal Customer,47,Personal Travel,Eco,293,3,3,3,1,1,3,4,1,3,1,1,5,4,1,0,16.0,neutral or dissatisfied
Female,Loyal Customer,51,Personal Travel,Eco,89,3,5,0,2,2,5,5,2,2,0,2,3,2,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,27,Business travel,Eco,547,1,1,1,3,4,1,4,4,2,2,3,2,4,4,0,1.0,neutral or dissatisfied
Female,Loyal Customer,36,Business travel,Business,3650,1,4,4,4,4,3,4,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,30,Business travel,Business,1448,4,4,4,4,4,4,4,4,1,5,4,2,1,4,0,0.0,satisfied
Female,Loyal Customer,29,Personal Travel,Eco,563,1,3,1,4,2,1,2,2,4,5,4,4,4,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Eco,1355,4,4,4,5,5,4,5,5,5,2,4,3,5,5,3,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,3166,2,2,2,2,2,5,4,4,4,4,4,4,4,3,8,0.0,satisfied
Female,Loyal Customer,25,Personal Travel,Eco,731,1,4,1,3,2,1,2,2,4,3,4,1,4,2,20,10.0,neutral or dissatisfied
Female,Loyal Customer,38,Personal Travel,Eco,546,4,4,4,2,2,4,2,2,1,5,1,2,3,2,0,0.0,satisfied
Male,Loyal Customer,43,Personal Travel,Eco,296,3,4,2,3,5,2,5,5,4,4,5,5,4,5,4,0.0,neutral or dissatisfied
Male,disloyal Customer,25,Business travel,Business,361,5,0,4,5,1,4,1,1,4,5,4,3,5,1,7,8.0,satisfied
Male,Loyal Customer,59,Business travel,Business,447,1,1,1,1,5,5,4,5,5,5,5,4,5,5,0,5.0,satisfied
Male,Loyal Customer,47,Business travel,Eco,919,2,2,2,2,2,2,2,2,1,3,4,3,4,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,39,Business travel,Eco,526,2,3,3,3,2,2,2,2,4,4,2,4,2,2,0,9.0,neutral or dissatisfied
Female,Loyal Customer,67,Personal Travel,Eco,679,1,4,1,4,3,4,4,5,5,1,5,3,5,4,6,0.0,neutral or dissatisfied
Male,Loyal Customer,57,Business travel,Business,3694,0,5,0,1,1,5,1,5,5,5,5,1,5,3,0,0.0,satisfied
Male,Loyal Customer,23,Business travel,Business,585,1,2,1,2,1,1,1,1,1,3,3,3,4,1,37,47.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Eco,965,1,1,1,1,3,1,3,3,2,3,2,4,2,3,4,0.0,neutral or dissatisfied
